order_id,customer_id,product_id,order_date,quantity,discount,payment_method,name,gender,age,age group,region,signup_date,product_name,category_id,price,category_name,return_id,net_price,is_returned,month,month_name,discount_bin,
572,158,154,24-12-2024,3,30,Cash on Delivery,Nishith Soman,Female,38,35–44,Delhi,17-05-2024,Crimson Smartphone,3,23248.77,Smartphones,117,48822.417,1,2024-12,December,20%+,
573,125,104,23-10-2024,2,0,Cash on Delivery,Bhavin Sekhon,Female,30,25–34,Ahmedabad,18-04-2024,MistyRose Digital Thermometer,17,3848.38,Health & Personal Care,,7696.76,0,2024-10,October,0%,
574,186,159,26-03-2025,5,25,UPI,Kiaan Badami,Female,48,45+,Mumbai,25-01-2023,LightSalmon Pen Set,6,214.12,Stationery,,802.95,0,2025-03,March,20%+,
575,75,91,09-08-2024,4,15,UPI,Hridaan Lad,Male,44,35–44,Chennai,14-01-2024,DarkOrange Flipâ€‘Flops,2,2263.41,Footwear,,7695.594,0,2024-08,August,10–20%,
576,187,128,19-02-2025,3,0,UPI,Lakshay Varughese,Male,38,35–44,Kolkata,25-06-2023,GreenYellow Laptop,4,99102.9,Laptops,,297308.7,0,2025-02,February,0%,
577,111,53,13-12-2024,4,20,UPI,Emir Aurora,Male,32,25–34,Bengaluru,16-01-2023,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,6803.424,0,2024-12,December,10–20%,
578,159,53,27-01-2025,4,25,UPI,Nehmat Kulkarni,Female,30,25–34,Hyderabad,28-04-2022,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,6378.21,0,2025-01,January,20%+,
579,76,150,19-06-2025,2,25,UPI,Vidur Varghese,Female,50,45+,Bengaluru,01-07-2024,DarkGray Jeans,1,1715.54,Clothing,,2573.31,0,2025-06,June,20%+,
580,153,63,07-01-2025,4,10,Card,Aarna Virk,Male,45,45+,Mumbai,12-12-2022,DarkOrange Textbook,5,817.38,Books,,2942.568,0,2025-01,January,0–10%,
581,167,74,22-03-2025,2,5,UPI,Onkar Edwin,Male,20,<25,Bengaluru,25-03-2024,Peru Wall Art,7,2034.4,Home Decor,,3865.36,0,2025-03,March,0–10%,
582,56,197,17-10-2024,2,10,UPI,Manikya Ganesan,Male,25,25–34,Mumbai,22-06-2024,GoldenRod Bracelet,16,31238.85,Jewellery,,56229.93,0,2024-10,October,0–10%,
583,158,49,14-05-2025,5,20,Card,Nishith Soman,Female,38,35–44,Delhi,17-05-2024,Peru Sandals,2,2090.59,Footwear,,8362.36,0,2025-05,May,10–20%,
584,3,101,02-05-2025,2,10,Cash on Delivery,Piya Tata,Male,18,<25,Mumbai,14-12-2022,Lavender Analog Watch,15,4738.27,Watches,,8528.886,0,2025-05,May,0–10%,
585,31,138,13-03-2025,3,0,UPI,Armaan Agate,Male,48,45+,Chennai,19-12-2023,Brown Football,12,9572.95,Sports Equipment,,28718.85,0,2025-03,March,0%,
586,128,185,03-02-2025,3,25,Card,Urvi Thaker,Female,50,45+,Bengaluru,25-05-2022,MidnightBlue Flipâ€‘Flops,2,728.82,Footwear,4,1639.845,1,2025-02,February,20%+,
587,46,182,16-01-2025,2,0,UPI,Pranay Sharma,Male,55,45+,Jaipur,23-07-2023,LightGreen Building Blocks,11,2395.42,Toys,,4790.84,0,2025-01,January,0%,
588,163,97,11-09-2024,1,0,Cash on Delivery,Amira Warrior,Female,57,45+,Ahmedabad,17-01-2024,LightPink Acoustic Guitar,20,20123.48,Music & Instruments,,20123.48,0,2024-09,September,0%,
589,120,198,13-03-2025,2,30,UPI,Jivika Bora,Other,38,35–44,Pune,25-05-2023,SaddleBrown Marker Pack,6,345.38,Stationery,,483.532,0,2025-03,March,20%+,
590,93,44,05-05-2025,1,10,Card,Nitara Sem,Male,25,25–34,Hyderabad,23-10-2021,RosyBrown Smartphone,3,69677.29,Smartphones,,62709.561,0,2025-05,May,0–10%,
591,141,49,13-02-2025,4,30,UPI,Abram Manda,Male,35,35–44,Hyderabad,06-04-2023,Peru Sandals,2,2090.59,Footwear,40,5853.652,1,2025-02,February,20%+,
592,30,98,06-10-2024,1,10,UPI,Riya Chatterjee,Female,34,25–34,Ahmedabad,26-08-2023,Yellow Pen Set,6,70.93,Stationery,,63.837,0,2024-10,October,0–10%,
593,198,148,06-07-2024,3,0,UPI,Divij Vala,Female,47,45+,Delhi,12-08-2021,Maroon Notebook,5,894.41,Books,,2683.23,0,2024-07,July,0%,
594,139,2,11-05-2025,3,30,Card,Shaan Lanka,Male,57,45+,Bengaluru,14-05-2023,YellowGreen Dining Chair,14,6630.22,Furniture,,13923.462,0,2025-05,May,20%+,
595,11,152,02-01-2025,2,20,Cash on Delivery,Darshit Sem,Male,32,25–34,Bengaluru,27-06-2024,SaddleBrown Marker Pack,6,196.21,Stationery,25,313.936,1,2025-01,January,10–20%,
596,68,82,18-02-2025,1,25,Card,Aradhya Hans,Male,37,35–44,Hyderabad,23-11-2021,DarkGoldenRod Building Blocks,11,2333.56,Toys,,1750.17,0,2025-02,February,20%+,
597,150,10,30-01-2025,2,30,UPI,Samar Bawa,Female,57,45+,Hyderabad,24-12-2022,Moccasin Sneakers,2,2833.98,Footwear,,3967.572,0,2025-01,January,20%+,
598,98,160,06-10-2024,2,15,Card,Mishti Mani,Male,19,<25,Ahmedabad,26-05-2022,Violet Laptop,4,149989.17,Laptops,59,254981.589,1,2024-10,October,10–20%,
599,69,76,01-02-2025,2,5,UPI,Gatik Chandra,Male,20,<25,Chennai,03-11-2023,Navy Face Cream,9,1726.03,Beauty,,3279.457,0,2025-02,February,0–10%,
600,31,127,01-06-2025,2,20,UPI,Armaan Agate,Male,48,45+,Chennai,19-12-2023,MediumVioletRed Cushion Cover,7,4694.76,Home Decor,136,7511.616,1,2025-06,June,10–20%,
601,92,66,21-08-2024,3,0,Card,Ranbir Atwal,Other,50,45+,Ahmedabad,15-08-2022,Plum Gaming Console,19,30047.65,Gaming Consoles,,90142.95,0,2024-08,August,0%,
602,159,5,12-07-2024,4,20,UPI,Nehmat Kulkarni,Female,30,25–34,Hyderabad,28-04-2022,Red Pen Set,6,201.41,Stationery,,644.512,0,2024-07,July,10–20%,
603,87,96,15-10-2024,3,20,UPI,Damini Varghese,Male,39,35–44,Jaipur,26-01-2022,SkyBlue Dining Chair,14,20273.41,Furniture,,48656.184,0,2024-10,October,10–20%,
604,3,91,02-04-2025,3,25,Card,Piya Tata,Male,18,<25,Mumbai,14-12-2022,DarkOrange Flipâ€‘Flops,2,2263.41,Footwear,,5092.6725,0,2025-04,April,20%+,
605,163,75,16-11-2024,3,25,UPI,Amira Warrior,Female,57,45+,Ahmedabad,17-01-2024,MediumAquaMarine Flipâ€‘Flops,2,1812.67,Footwear,,4078.5075,0,2024-11,November,20%+,
606,85,92,05-01-2025,5,30,UPI,Vanya Sama,Female,45,45+,Kolkata,20-03-2023,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,99318.765,0,2025-01,January,20%+,
607,60,188,13-04-2025,2,30,UPI,Tejas Varkey,Female,50,45+,Jaipur,16-05-2024,YellowGreen Smartphone,3,54576.4,Smartphones,,76406.96,0,2025-04,April,20%+,
608,85,96,20-01-2025,2,10,Cash on Delivery,Vanya Sama,Female,45,45+,Kolkata,20-03-2023,SkyBlue Dining Chair,14,20273.41,Furniture,80,36492.138,1,2025-01,January,0–10%,
609,10,141,03-12-2024,5,15,Card,Ela Wali,Male,37,35–44,Pune,22-06-2022,AliceBlue Smartphone,3,30501.6,Smartphones,,129631.8,0,2024-12,December,10–20%,
610,155,93,15-04-2025,4,15,Card,Amira Chandran,Female,59,45+,Pune,09-06-2023,Gold Jeans,1,2296.6,Clothing,,7808.44,0,2025-04,April,10–20%,
611,101,59,06-09-2024,3,5,UPI,Devansh Devi,Female,19,<25,Kolkata,15-04-2023,SaddleBrown Digital Thermometer,17,4571.88,Health & Personal Care,,13029.858,0,2024-09,September,0–10%,
612,140,174,18-12-2024,1,30,Card,Aayush Jani,Female,37,35–44,Pune,31-12-2021,Peru Study Table,14,36526.3,Furniture,,25568.41,0,2024-12,December,20%+,
613,87,25,19-01-2025,2,25,UPI,Damini Varghese,Male,39,35–44,Jaipur,26-01-2022,Orchid Smartphone,3,7077.65,Smartphones,,10616.475,0,2025-01,January,20%+,
614,86,184,01-03-2025,1,10,UPI,Jayant Gandhi,Female,32,25–34,Kolkata,11-12-2023,DarkKhaki Cushion Cover,7,1216.44,Home Decor,68,1094.796,1,2025-03,March,0–10%,
615,87,81,11-12-2024,3,15,Card,Damini Varghese,Male,39,35–44,Jaipur,26-01-2022,PaleGoldenRod Basmati Rice,10,957.35,Groceries,,2441.2425,0,2024-12,December,10–20%,
616,143,110,29-08-2024,1,15,Card,Heer Ramanathan,Female,47,45+,Mumbai,10-04-2024,Peru Sandals,2,3684.08,Footwear,,3131.468,0,2024-08,August,10–20%,
617,154,148,02-09-2024,2,5,UPI,Ehsaan Bahri,Male,25,25–34,Pune,02-09-2022,Maroon Notebook,5,894.41,Books,112,1699.379,1,2024-09,September,0–10%,
618,156,37,08-02-2025,3,30,UPI,Samar Wali,Male,25,25–34,Hyderabad,19-04-2024,SeaShell Blouse,1,1380.39,Clothing,,2898.819,0,2025-02,February,20%+,
619,141,31,09-10-2024,2,5,NetBanking,Abram Manda,Male,35,35–44,Hyderabad,06-04-2023,DeepSkyBlue Analog Watch,15,844.18,Watches,,1603.942,0,2024-10,October,0–10%,
620,99,6,17-03-2025,3,20,UPI,Mannat Sagar,Male,34,25–34,Chennai,15-01-2022,DarkSlateBlue Remote Car,11,1008.04,Toys,,2419.296,0,2025-03,March,10–20%,
621,44,90,04-01-2025,3,15,Card,Indranil Majumdar,Male,20,<25,Mumbai,23-11-2023,Plum Cricket Bat,12,6096.6,Sports Equipment,,15546.33,0,2025-01,January,10–20%,
622,38,121,27-02-2025,4,10,Card,Zara Jani,Female,52,45+,Bengaluru,10-02-2024,Plum Car Vacuum,13,7871.63,Automotive Accessories,,28337.868,0,2025-02,February,0–10%,
623,4,91,31-10-2024,3,20,UPI,Yuvaan Sami,Female,53,45+,Pune,17-08-2023,DarkOrange Flipâ€‘Flops,2,2263.41,Footwear,,5432.184,0,2024-10,October,10–20%,
624,47,15,25-05-2025,4,0,Card,Mahika Sethi,Male,32,25–34,Jaipur,05-08-2021,RoyalBlue Lamp,7,3265.03,Home Decor,,13060.12,0,2025-05,May,0%,
625,8,90,26-04-2025,3,20,Card,Dhanush Ramakrishnan,Female,57,45+,Delhi,25-05-2024,Plum Cricket Bat,12,6096.6,Sports Equipment,,14631.84,0,2025-04,April,10–20%,
626,98,71,08-06-2025,2,25,UPI,Mishti Mani,Male,19,<25,Ahmedabad,26-05-2022,Turquoise Football,12,3808.86,Sports Equipment,,5713.29,0,2025-06,June,20%+,
627,194,166,10-09-2024,5,15,Card,Anika Balasubramanian,Female,24,<25,Jaipur,10-07-2023,Salmon Laptop,4,60862.34,Laptops,,258664.945,0,2024-09,September,10–20%,
628,8,91,14-11-2024,3,30,UPI,Dhanush Ramakrishnan,Female,57,45+,Delhi,25-05-2024,DarkOrange Flipâ€‘Flops,2,2263.41,Footwear,,4753.161,0,2024-11,November,20%+,
629,91,131,21-09-2024,4,5,Card,Jivin Hans,Female,24,<25,Pune,11-08-2023,Bisque Notebook,5,269.35,Books,,1023.53,0,2024-09,September,0–10%,
630,75,47,19-07-2024,2,10,UPI,Hridaan Lad,Male,44,35–44,Chennai,14-01-2024,RosyBrown Action Cam,18,133138.56,Cameras,,239649.408,0,2024-07,July,0–10%,
631,59,128,25-10-2024,3,5,Card,Vardaniya Varkey,Female,24,<25,Ahmedabad,12-11-2022,GreenYellow Laptop,4,99102.9,Laptops,,282443.265,0,2024-10,October,0–10%,
632,59,18,02-05-2025,5,0,NetBanking,Vardaniya Varkey,Female,24,<25,Ahmedabad,12-11-2022,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,105317.9,0,2025-05,May,0%,
633,17,140,16-05-2025,3,0,UPI,Ivan Rao,Male,59,45+,Pune,10-09-2022,GhostWhite Dining Chair,14,30877.87,Furniture,6,92633.61,1,2025-05,May,0%,
634,122,177,08-02-2025,5,0,Cash on Delivery,Shray Lata,Male,49,45+,Hyderabad,17-01-2022,LightSlateGray Seat Cover,13,705.36,Automotive Accessories,43,3526.8,1,2025-02,February,0%,
635,158,132,06-06-2025,2,10,Card,Nishith Soman,Female,38,35–44,Delhi,17-05-2024,SlateGray Saree,1,2449.97,Clothing,,4409.946,0,2025-06,June,0–10%,
636,51,18,28-06-2025,3,25,UPI,Siya Bakshi,Male,48,45+,Ahmedabad,07-11-2022,HoneyDew Bluetooth Speaker,20,21063.58,Music & Instruments,,47393.055,0,2025-06,June,20%+,
637,57,21,25-07-2024,5,15,UPI,Ehsaan Bhavsar,Male,31,25–34,Hyderabad,22-10-2023,PaleGoldenRod Bracelet,16,21540.73,Jewellery,,91548.1025,0,2024-07,July,10–20%,
638,120,87,26-04-2025,1,15,Card,Jivika Bora,Other,38,35–44,Pune,25-05-2023,PaleGreen Wardrobe,14,23347.2,Furniture,,19845.12,0,2025-04,April,10–20%,
639,138,87,28-08-2024,3,15,Card,Abram Dugar,Male,44,35–44,Bengaluru,14-12-2022,PaleGreen Wardrobe,14,23347.2,Furniture,,59535.36,0,2024-08,August,10–20%,
640,34,14,15-02-2025,3,0,Card,Shray Bail,Male,37,35–44,Chennai,31-05-2022,DimGray Remote Car,11,2843.94,Toys,,8531.82,0,2025-02,February,0%,
641,122,53,17-10-2024,5,5,UPI,Shray Lata,Male,49,45+,Hyderabad,17-01-2022,Lime Digital Thermometer,17,2126.07,Health & Personal Care,91,10098.8325,1,2024-10,October,0–10%,
642,143,67,26-01-2025,5,5,UPI,Heer Ramanathan,Female,47,45+,Mumbai,10-04-2024,DarkTurquoise Electric Kettle,8,11174.47,Kitchen Appliances,,53078.7325,0,2025-01,January,0–10%,
643,86,151,18-02-2025,2,20,UPI,Jayant Gandhi,Female,32,25–34,Kolkata,11-12-2023,Tomato Jeans,1,606.7,Clothing,76,970.72,1,2025-02,February,10–20%,
644,153,143,22-02-2025,5,30,UPI,Aarna Virk,Male,45,45+,Mumbai,12-12-2022,Gray Sneakers,2,2424.58,Footwear,,8486.03,0,2025-02,February,20%+,
645,142,37,20-04-2025,1,5,UPI,Mohanlal Devan,Male,37,35–44,Hyderabad,09-01-2023,SeaShell Blouse,1,1380.39,Clothing,,1311.3705,0,2025-04,April,0–10%,
646,153,198,09-10-2024,1,0,UPI,Aarna Virk,Male,45,45+,Mumbai,12-12-2022,SaddleBrown Marker Pack,6,345.38,Stationery,,345.38,0,2024-10,October,0%,
647,109,167,12-06-2025,2,20,Card,Jayan Ahluwalia,Female,37,35–44,Delhi,25-08-2023,GoldenRod Olive Oil,10,1914.7,Groceries,137,3063.52,1,2025-06,June,10–20%,
648,181,117,10-06-2025,2,30,UPI,Neelofar Mammen,Female,38,35–44,Kolkata,09-03-2023,PeachPuff Building Blocks,11,1900.13,Toys,,2660.182,0,2025-06,June,20%+,
649,17,189,15-03-2025,5,20,Card,Ivan Rao,Male,59,45+,Pune,10-09-2022,FireBrick Cushion Cover,7,2931.85,Home Decor,57,11727.4,1,2025-03,March,10–20%,
650,107,136,08-10-2024,2,30,Card,Dharmajan Som,Female,43,35–44,Pune,18-03-2023,SpringGreen Sandals,2,899.35,Footwear,,1259.09,0,2024-10,October,20%+,
651,66,145,04-02-2025,1,30,Cash on Delivery,Bhavin Cherian,Male,48,45+,Mumbai,26-04-2024,SlateBlue Novel,5,816.45,Books,,571.515,0,2025-02,February,20%+,
652,93,28,24-02-2025,5,20,UPI,Nitara Sem,Male,25,25–34,Hyderabad,23-10-2021,DimGray Bracelet,16,57847.14,Jewellery,,231388.56,0,2025-02,February,10–20%,
653,85,63,02-05-2025,4,5,Card,Vanya Sama,Female,45,45+,Kolkata,20-03-2023,DarkOrange Textbook,5,817.38,Books,,3106.044,0,2025-05,May,0–10%,
654,48,87,17-10-2024,1,15,Cash on Delivery,Farhan Chadha,Other,59,45+,Hyderabad,08-05-2023,PaleGreen Wardrobe,14,23347.2,Furniture,,19845.12,0,2024-10,October,10–20%,
655,130,145,21-10-2024,3,25,UPI,Neysa Aurora,Male,59,45+,Delhi,10-12-2021,SlateBlue Novel,5,816.45,Books,,1837.0125,0,2024-10,October,20%+,
656,125,197,16-08-2024,1,10,UPI,Bhavin Sekhon,Female,30,25–34,Ahmedabad,18-04-2024,GoldenRod Bracelet,16,31238.85,Jewellery,,28114.965,0,2024-08,August,0–10%,
657,191,146,05-03-2025,2,15,UPI,Kashvi Soman,Male,42,35–44,Kolkata,11-08-2021,MistyRose Bluetooth Speaker,20,36688.33,Music & Instruments,87,62370.161,1,2025-03,March,10–20%,
658,52,187,13-12-2024,5,5,UPI,Siya Balasubramanian,Female,37,35–44,Mumbai,03-09-2022,Yellow DSLR Camera,18,225198.26,Cameras,,1069691.735,0,2024-12,December,0–10%,
659,96,52,25-12-2024,1,15,Card,Mohanlal Yadav,Female,49,45+,Delhi,04-02-2023,Ivory Saree,1,1755.14,Clothing,,1491.869,0,2024-12,December,10–20%,
660,72,92,11-08-2024,3,5,Cash on Delivery,Piya Khanna,Female,32,25–34,Kolkata,18-02-2023,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,80873.8515,0,2024-08,August,0–10%,
661,100,113,02-11-2024,2,0,Card,Ela Dhillon,Male,44,35–44,Mumbai,17-03-2024,LawnGreen DSLR Camera,18,18124.73,Cameras,122,36249.46,1,2024-11,November,0%,
662,181,149,03-10-2024,3,20,Card,Neelofar Mammen,Female,38,35–44,Kolkata,09-03-2023,WhiteSmoke Bluetooth Speaker,20,14318.63,Music & Instruments,,34364.712,0,2024-10,October,10–20%,
663,27,108,07-09-2024,2,30,UPI,Reyansh Deol,Male,39,35–44,Ahmedabad,11-04-2022,AntiqueWhite Cricket Bat,12,5083.22,Sports Equipment,,7116.508,0,2024-09,September,20%+,
664,57,194,18-05-2025,3,30,UPI,Ehsaan Bhavsar,Male,31,25–34,Hyderabad,22-10-2023,Silver Lamp,7,370.05,Home Decor,,777.105,0,2025-05,May,20%+,
665,106,53,13-09-2024,3,10,UPI,Neysa Brahmbhatt,Female,38,35–44,Jaipur,17-03-2023,Lime Digital Thermometer,17,2126.07,Health & Personal Care,,5740.389,0,2024-09,September,0–10%,
666,151,167,28-11-2024,4,15,UPI,Saira Grewal,Male,44,35–44,Mumbai,09-04-2024,GoldenRod Olive Oil,10,1914.7,Groceries,,6509.98,0,2024-11,November,10–20%,
667,189,121,20-07-2024,1,25,Card,Lakshay Bhattacharyya,Female,36,35–44,Jaipur,02-06-2023,Plum Car Vacuum,13,7871.63,Automotive Accessories,,5903.7225,0,2024-07,July,20%+,
668,12,152,22-01-2025,3,15,Card,Onkar Kohli,Female,47,45+,Pune,02-04-2024,SaddleBrown Marker Pack,6,196.21,Stationery,,500.3355,0,2025-01,January,10–20%,
669,70,137,14-01-2025,1,15,Cash on Delivery,Amani Sastry,Female,52,45+,Pune,17-11-2023,Sienna Smartphone,3,62141.37,Smartphones,,52820.1645,0,2025-01,January,10–20%,
670,171,182,28-06-2025,5,20,Cash on Delivery,Saksham Yadav,Female,31,25–34,Delhi,27-12-2023,LightGreen Building Blocks,11,2395.42,Toys,,9581.68,0,2025-06,June,10–20%,
671,152,25,03-07-2025,3,10,NetBanking,Fateh Kannan,Female,59,45+,Delhi,16-06-2024,Orchid Smartphone,3,7077.65,Smartphones,,19109.655,0,2025-07,July,0–10%,
672,101,73,30-11-2024,3,30,UPI,Devansh Devi,Female,19,<25,Kolkata,15-04-2023,PowderBlue Smart Watch,15,12303.7,Watches,,25837.77,0,2024-11,November,20%+,
673,57,24,28-06-2025,5,15,Card,Ehsaan Bhavsar,Male,31,25–34,Hyderabad,22-10-2023,Brown Building Blocks,11,822.9,Toys,,3497.325,0,2025-06,June,10–20%,
674,25,143,29-06-2025,1,30,UPI,Tarini Anne,Female,47,45+,Delhi,26-04-2022,Gray Sneakers,2,2424.58,Footwear,,1697.206,0,2025-06,June,20%+,
675,20,23,02-12-2024,1,25,Card,Hridaan Andra,Female,31,25–34,Delhi,28-03-2023,DarkOrchid Smartphone,3,38563.07,Smartphones,,28922.3025,0,2024-12,December,20%+,
676,175,146,24-01-2025,1,0,Card,Inaaya  Kata,Female,42,35–44,Kolkata,19-06-2024,MistyRose Bluetooth Speaker,20,36688.33,Music & Instruments,,36688.33,0,2025-01,January,0%,
677,173,94,11-10-2024,3,10,NetBanking,Mehul Ramakrishnan,Female,24,<25,Ahmedabad,19-11-2023,Yellow Electric Kettle,8,10764.87,Kitchen Appliances,,29065.149,0,2024-10,October,0–10%,
678,134,9,20-02-2025,2,25,UPI,Divyansh Shankar,Female,21,<25,Hyderabad,12-05-2023,Silver Remote Car,11,1678.46,Toys,,2517.69,0,2025-02,February,20%+,
679,119,119,30-07-2024,4,0,UPI,Aarush Mall,Male,58,45+,Pune,27-11-2021,Olive Study Table,14,23953.3,Furniture,,95813.2,0,2024-07,July,0%,
680,159,122,24-06-2025,4,15,Card,Nehmat Kulkarni,Female,30,25–34,Hyderabad,28-04-2022,DarkSlateBlue Gold Ring,16,23512.72,Jewellery,,79943.248,0,2025-06,June,10–20%,
681,97,92,11-07-2024,4,0,UPI,Bhamini Talwar,Male,45,45+,Ahmedabad,09-01-2023,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,113507.16,0,2024-07,July,0%,
682,112,90,20-09-2024,3,15,UPI,Aarna Mammen,Male,18,<25,Kolkata,25-05-2024,Plum Cricket Bat,12,6096.6,Sports Equipment,,15546.33,0,2024-09,September,10–20%,
683,122,139,23-06-2025,5,20,Card,Shray Lata,Male,49,45+,Hyderabad,17-01-2022,DarkRed Wall Art,7,1327.64,Home Decor,,5310.56,0,2025-06,June,10–20%,
684,161,175,26-02-2025,3,10,Card,Rasha Sibal,Male,57,45+,Pune,25-02-2022,White Smartphone,3,51034.7,Smartphones,,137793.69,0,2025-02,February,0–10%,
685,113,12,23-12-2024,4,20,UPI,Hridaan Bassi,Male,43,35–44,Hyderabad,21-06-2023,PaleVioletRed Wardrobe,14,22507.18,Furniture,,72022.976,0,2024-12,December,10–20%,
686,66,29,17-03-2025,3,5,Card,Bhavin Cherian,Male,48,45+,Mumbai,26-04-2024,HotPink Action Cam,18,245323.23,Cameras,,699171.2055,0,2025-03,March,0–10%,
687,117,182,20-05-2025,1,20,Card,Mamooty Savant,Female,46,45+,Hyderabad,20-08-2022,LightGreen Building Blocks,11,2395.42,Toys,,1916.336,0,2025-05,May,10–20%,
688,130,167,02-12-2024,5,5,NetBanking,Neysa Aurora,Male,59,45+,Delhi,10-12-2021,GoldenRod Olive Oil,10,1914.7,Groceries,,9094.825,0,2024-12,December,0–10%,
689,173,10,19-05-2025,5,25,UPI,Mehul Ramakrishnan,Female,24,<25,Ahmedabad,19-11-2023,Moccasin Sneakers,2,2833.98,Footwear,,10627.425,0,2025-05,May,20%+,
690,142,100,04-01-2025,2,5,UPI,Mohanlal Devan,Male,37,35–44,Hyderabad,09-01-2023,LightSalmon Digital Thermometer,17,1885.24,Health & Personal Care,,3581.956,0,2025-01,January,0–10%,
691,3,6,05-10-2024,1,0,Card,Piya Tata,Male,18,<25,Mumbai,14-12-2022,DarkSlateBlue Remote Car,11,1008.04,Toys,,1008.04,0,2024-10,October,0%,
692,125,177,21-12-2024,4,25,UPI,Bhavin Sekhon,Female,30,25–34,Ahmedabad,18-04-2024,LightSlateGray Seat Cover,13,705.36,Automotive Accessories,46,2116.08,1,2024-12,December,20%+,
693,12,97,04-08-2024,2,25,Cash on Delivery,Onkar Kohli,Female,47,45+,Pune,02-04-2024,LightPink Acoustic Guitar,20,20123.48,Music & Instruments,,30185.22,0,2024-08,August,20%+,
694,179,11,12-09-2024,3,30,UPI,Lakshay Lall,Male,42,35–44,Ahmedabad,14-07-2023,Snow Novel,5,397.74,Books,45,835.254,1,2024-09,September,20%+,
695,73,165,21-12-2024,2,20,Card,Aaina Swaminathan,Female,20,<25,Hyderabad,01-05-2024,DarkOliveGreen Digital Thermometer,17,4029.76,Health & Personal Care,,6447.616,0,2024-12,December,10–20%,
696,4,151,25-07-2024,4,25,UPI,Yuvaan Sami,Female,53,45+,Pune,17-08-2023,Tomato Jeans,1,606.7,Clothing,,1820.1,0,2024-07,July,20%+,
697,133,83,25-02-2025,4,10,Cash on Delivery,Siya Vora,Female,23,<25,Ahmedabad,22-06-2022,LightYellow Lipstick,9,1168.26,Beauty,147,4205.736,1,2025-02,February,0–10%,
698,53,69,02-04-2025,5,5,Card,Vedika Upadhyay,Female,24,<25,Chennai,10-08-2023,LawnGreen Bluetooth Speaker,20,14063.43,Music & Instruments,,66801.2925,0,2025-04,April,0–10%,
699,69,114,08-03-2025,5,10,UPI,Gatik Chandra,Male,20,<25,Chennai,03-11-2023,Olive Electric Kettle,8,10754.22,Kitchen Appliances,,48393.99,0,2025-03,March,0–10%,
700,76,15,18-05-2025,1,0,Cash on Delivery,Vidur Varghese,Female,50,45+,Bengaluru,01-07-2024,RoyalBlue Lamp,7,3265.03,Home Decor,,3265.03,0,2025-05,May,0%,
701,173,99,24-04-2025,1,15,Card,Mehul Ramakrishnan,Female,24,<25,Ahmedabad,19-11-2023,OrangeRed Digital Thermometer,17,4605.75,Health & Personal Care,,3914.8875,0,2025-04,April,10–20%,
702,139,192,21-11-2024,2,5,UPI,Shaan Lanka,Male,57,45+,Bengaluru,14-05-2023,Turquoise Wall Art,7,2307.73,Home Decor,,4384.687,0,2024-11,November,0–10%,
703,92,58,23-05-2025,1,25,Cash on Delivery,Ranbir Atwal,Other,50,45+,Ahmedabad,15-08-2022,Black Digital Thermometer,17,5740.15,Health & Personal Care,66,4305.1125,1,2025-05,May,20%+,
704,126,173,10-08-2024,5,15,UPI,Ojas Lala,Other,20,<25,Jaipur,25-11-2022,Green Wall Art,7,4594.67,Home Decor,,19527.3475,0,2024-08,August,10–20%,
705,27,144,20-02-2025,1,0,Card,Reyansh Deol,Male,39,35–44,Ahmedabad,11-04-2022,Snow Laptop,4,61008.5,Laptops,,61008.5,0,2025-02,February,0%,
706,3,54,02-08-2024,1,20,UPI,Piya Tata,Male,18,<25,Mumbai,14-12-2022,PapayaWhip Laptop,4,53113.03,Laptops,,42490.424,0,2024-08,August,10–20%,
707,21,111,11-11-2024,5,30,Cash on Delivery,Badal Sha,Female,43,35–44,Hyderabad,18-11-2021,Bisque Smartphone,3,83879.6,Smartphones,,293578.6,0,2024-11,November,20%+,
708,139,163,07-08-2024,1,10,UPI,Shaan Lanka,Male,57,45+,Bengaluru,14-05-2023,MediumBlue Lipstick,9,346.17,Beauty,,311.553,0,2024-08,August,0–10%,
709,28,14,27-10-2024,3,5,UPI,Hunar Bhasin,Male,34,25–34,Mumbai,15-04-2024,DimGray Remote Car,11,2843.94,Toys,,8105.229,0,2024-10,October,0–10%,
710,157,54,27-06-2025,5,25,NetBanking,Divit Varkey,Female,35,35–44,Jaipur,20-07-2023,PapayaWhip Laptop,4,53113.03,Laptops,,199173.8625,0,2025-06,June,20%+,
711,81,92,05-03-2025,3,25,Card,Devansh Sekhon,Male,49,45+,Hyderabad,16-01-2023,BurlyWood Bluetooth Speaker,20,28376.79,Music & Instruments,,63847.7775,0,2025-03,March,20%+,
712,113,172,04-05-2025,5,5,UPI,Hridaan Bassi,Male,43,35–44,Hyderabad,21-06-2023,Green Notebook,5,150.3,Books,,713.925,0,2025-05,May,0–10%,
713,128,72,18-05-2025,3,30,Card,Urvi Thaker,Female,50,45+,Bengaluru,25-05-2022,LightSlateGray Dining Chair,14,17422.19,Furniture,,36586.599,0,2025-05,May,20%+,
